method	sit_uid	sit_name	year	count	count_per_1000m	observed_density_km2
Whole transect	74	Snogehall	2018	1	0.541952266288702	108.39045325774039
Whole transect	76	Linjevägen pkt 13 - slinga	2011	1	1.38976264830915	277.95252966183
Whole transect	76	Linjevägen pkt 13 - slinga	2012	1	1.38976264830915	277.95252966183
Whole transect	76	Linjevägen pkt 13 - slinga	2013	1	1.38976264830915	277.95252966183
Whole transect	76	Linjevägen pkt 13 - slinga	2014	1	1.38976264830915	277.95252966183
Whole transect	107	Hällen, Angelbos	2013	5	2.8137287880037	562.7457576007399
Whole transect	107	Hällen, Angelbos	2013	2	1.12549151520148	225.098303040296
Whole transect	107	Hällen, Angelbos	2013	2	1.12549151520148	225.098303040296
Whole transect	110	Nymans Fröjel - slinga	2010	2	1.38663954099241	277.32790819848196
Whole transect	110	Nymans Fröjel - slinga	2011	6	4.15991862297724	831.9837245954479
Whole transect	110	Nymans Fröjel - slinga	2011	3	2.07995931148862	415.99186229772397
Whole transect	110	Nymans Fröjel - slinga	2013	1	0.693319770496206	138.66395409924118
Whole transect	110	Nymans Fröjel - slinga	2016	1	0.693319770496206	138.66395409924118
Whole transect	111	Slite motionsslinga	2010	3	2.013137589202	402.6275178404
Whole transect	111	Slite motionsslinga	2010	5	3.35522931533666	671.045863067332
Whole transect	111	Slite motionsslinga	2011	1	0.671045863067332	134.20917261346642
Whole transect	111	Slite motionsslinga	2011	1	0.671045863067332	134.20917261346642
Whole transect	111	Slite motionsslinga	2012	1	0.671045863067332	134.20917261346642
Whole transect	111	Slite motionsslinga	2013	1	0.671045863067332	134.20917261346642
Whole transect	111	Slite motionsslinga	2013	2	1.34209172613466	268.41834522693205
Whole transect	111	Slite motionsslinga	2014	2	1.34209172613466	268.41834522693205
Whole transect	111	Slite motionsslinga	2015	4	2.68418345226933	536.836690453866
Whole transect	111	Slite motionsslinga	2015	2	1.34209172613466	268.41834522693205
Whole transect	111	Slite motionsslinga	2016	1	0.671045863067332	134.20917261346642
Whole transect	111	Slite motionsslinga	2016	1	0.671045863067332	134.20917261346642
Whole transect	111	Slite motionsslinga	2016	4	2.68418345226933	536.836690453866
Whole transect	111	Slite motionsslinga	2017	1	0.671045863067332	134.20917261346642
Whole transect	111	Slite motionsslinga	2019	1	0.671045863067332	134.20917261346642
Whole transect	113	Grostädeviken	2010	1	0.641471530866612	128.2943061733224
Whole transect	123	Nyckleby Övergård 3	2010	4	1.65055731365588	330.111462731176
Whole transect	123	Nyckleby Övergård 3	2011	14	5.77695059779558	1155.390119559116
Whole transect	123	Nyckleby Övergård 3	2011	5	2.06319664206985	412.63932841397
Whole transect	123	Nyckleby Övergård 3	2014	12	4.95167194096764	990.334388193528
Whole transect	123	Nyckleby Övergård 3	2019	1	0.41263932841397	82.527865682794
Whole transect	124	Öventorp, Kvarnängen	2011	2	1.25329507302721	250.65901460544202
Whole transect	124	Öventorp, Kvarnängen	2015	1	0.626647536513603	125.32950730272061
Whole transect	124	Öventorp, Kvarnängen	2016	1	0.626647536513603	125.32950730272061
Whole transect	132	Åsnatorp, Närke	2011	1	0.881229519041322	176.2459038082644
Whole transect	132	Åsnatorp, Närke	2011	1	0.881229519041322	176.2459038082644
Whole transect	132	Åsnatorp, Närke	2022	1	0.881229519041322	176.2459038082644
Whole transect	132	Åsnatorp, Närke	2023	2	1.76245903808264	352.491807616528
Whole transect	138	Almsjöslingan 2	2011	1	0.226674118009216	45.3348236018432
Whole transect	140	Nackareservatet	2020	1	0.485813954623835	97.162790924767
Whole transect	140	Nackareservatet	2021	1	0.485813954623835	97.162790924767
Whole transect	140	Nackareservatet	2023	1	0.485813954623835	97.162790924767
Whole transect	140	Nackareservatet	2023	2	0.971627909247671	194.3255818495342
Whole transect	141	Lillängen	2010	1	0.531681259066182	106.3362518132364
Whole transect	141	Lillängen	2014	3	1.59504377719855	319.00875543971
Whole transect	143	Tumstocksfabriken/Mellösaverken	2010	2	1.87820004914163	375.640009828326
Whole transect	144	Nåsten - Fjärilsstigen	2010	11	8.13250424728089	1626.500849456178
Whole transect	144	Nåsten - Fjärilsstigen	2010	1	0.739318567934626	147.8637135869252
Whole transect	144	Nåsten - Fjärilsstigen	2011	18	13.3077342228233	2661.5468445646598
Whole transect	144	Nåsten - Fjärilsstigen	2011	1	0.739318567934626	147.8637135869252
Whole transect	144	Nåsten - Fjärilsstigen	2016	5	3.69659283967313	739.318567934626
Whole transect	144	Nåsten - Fjärilsstigen	2017	1	0.739318567934626	147.8637135869252
Whole transect	144	Nåsten - Fjärilsstigen	2017	1	0.739318567934626	147.8637135869252
Whole transect	144	Nåsten - Fjärilsstigen	2017	2	1.47863713586925	295.72742717385
Whole transect	144	Nåsten - Fjärilsstigen	2017	5	3.69659283967313	739.318567934626
Whole transect	144	Nåsten - Fjärilsstigen	2017	1	0.739318567934626	147.8637135869252
Whole transect	144	Nåsten - Fjärilsstigen	2018	3	2.21795570380388	443.591140760776
Whole transect	144	Nåsten - Fjärilsstigen	2018	8	5.91454854347701	1182.909708695402
Whole transect	144	Nåsten - Fjärilsstigen	2019	2	1.47863713586925	295.72742717385
Whole transect	144	Nåsten - Fjärilsstigen	2020	2	1.47863713586925	295.72742717385
Whole transect	144	Nåsten - Fjärilsstigen	2020	1	0.739318567934626	147.8637135869252
Whole transect	144	Nåsten - Fjärilsstigen	2021	4	2.95727427173851	591.4548543477019
Whole transect	144	Nåsten - Fjärilsstigen	2022	2	1.47863713586925	295.72742717385
Whole transect	144	Nåsten - Fjärilsstigen	2023	2	1.47863713586925	295.72742717385
Whole transect	145	Syd Rävsjön, Norrtälje	2010	3	1.54534662039348	309.069324078696
Whole transect	145	Syd Rävsjön, Norrtälje	2010	2	1.03023108026232	206.046216052464
Whole transect	145	Syd Rävsjön, Norrtälje	2011	1	0.51511554013116	103.023108026232
Whole transect	148	Snäcktorp- Mellingeholm	2011	1	0.637664158530233	127.5328317060466
Whole transect	148	Snäcktorp- Mellingeholm	2013	1	0.637664158530233	127.5328317060466
Whole transect	148	Snäcktorp- Mellingeholm	2014	1	0.637664158530233	127.5328317060466
Whole transect	148	Snäcktorp- Mellingeholm	2014	1	0.637664158530233	127.5328317060466
Whole transect	148	Snäcktorp- Mellingeholm	2016	1	0.637664158530233	127.5328317060466
Whole transect	148	Snäcktorp- Mellingeholm	2017	3	1.9129924755907	382.59849511813997
Whole transect	148	Snäcktorp- Mellingeholm	2018	2	1.27532831706047	255.06566341209398
Whole transect	148	Snäcktorp- Mellingeholm	2018	1	0.637664158530233	127.5328317060466
Whole transect	148	Snäcktorp- Mellingeholm	2019	1	0.637664158530233	127.5328317060466
Whole transect	148	Snäcktorp- Mellingeholm	2019	1	0.637664158530233	127.5328317060466
Whole transect	149	Bullandö	2011	1	1.07363277968563	214.726555937126
Whole transect	150	Upnäs tomtområde	2011	2	1.94945279227013	389.890558454026
Whole transect	150	Upnäs tomtområde	2012	3	2.92417918840519	584.835837681038
Whole transect	150	Upnäs tomtområde	2013	3	2.92417918840519	584.835837681038
Whole transect	150	Upnäs tomtområde	2014	1	0.974726396135064	194.9452792270128
Whole transect	151	Röcklinge 2:7	2012	2	4.47079712117881	894.159424235762
Whole transect	153	Skogsmuren, Ramnäs	2011	1	0.920182535248995	184.03650704979898
Whole transect	153	Skogsmuren, Ramnäs	2013	1	0.920182535248995	184.03650704979898
Whole transect	153	Skogsmuren, Ramnäs	2013	3	2.76054760574698	552.109521149396
Whole transect	153	Skogsmuren, Ramnäs	2014	3	2.76054760574698	552.109521149396
Whole transect	153	Skogsmuren, Ramnäs	2014	3	2.76054760574698	552.109521149396
Whole transect	154	Hemdalsvägen	2011	1	0.70218769533197	140.437539066394
Whole transect	154	Hemdalsvägen	2011	1	0.70218769533197	140.437539066394
Whole transect	154	Hemdalsvägen	2014	1	0.70218769533197	140.437539066394
Whole transect	154	Hemdalsvägen	2014	1	0.70218769533197	140.437539066394
Whole transect	154	Hemdalsvägen	2016	1	0.70218769533197	140.437539066394
Whole transect	154	Hemdalsvägen	2020	1	0.70218769533197	140.437539066394
Whole transect	158	Erlanderslingan	2013	2	0.926616610726224	185.32332214524482
Whole transect	178	Djäknabygd, Stenbrohult socken	2012	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2012	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2012	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2013	2	0.319851392929111	63.97027858582221
Whole transect	178	Djäknabygd, Stenbrohult socken	2013	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2013	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2016	3	0.479777089393667	95.9554178787334
Whole transect	178	Djäknabygd, Stenbrohult socken	2016	2	0.319851392929111	63.97027858582221
Whole transect	178	Djäknabygd, Stenbrohult socken	2016	2	0.319851392929111	63.97027858582221
Whole transect	178	Djäknabygd, Stenbrohult socken	2016	2	0.319851392929111	63.97027858582221
Whole transect	178	Djäknabygd, Stenbrohult socken	2016	3	0.479777089393667	95.9554178787334
Whole transect	178	Djäknabygd, Stenbrohult socken	2016	2	0.319851392929111	63.97027858582221
Whole transect	178	Djäknabygd, Stenbrohult socken	2016	5	0.799628482322778	159.92569646455559
Whole transect	178	Djäknabygd, Stenbrohult socken	2016	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2017	2	0.319851392929111	63.97027858582221
Whole transect	178	Djäknabygd, Stenbrohult socken	2017	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2017	3	0.479777089393667	95.9554178787334
Whole transect	178	Djäknabygd, Stenbrohult socken	2017	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2017	4	0.639702785858223	127.94055717164461
Whole transect	178	Djäknabygd, Stenbrohult socken	2018	2	0.319851392929111	63.97027858582221
Whole transect	178	Djäknabygd, Stenbrohult socken	2019	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2019	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2019	1	0.159925696464556	31.985139292911203
Whole transect	178	Djäknabygd, Stenbrohult socken	2020	1	0.159925696464556	31.985139292911203
Whole transect	185	Visby Kungsladugårdshällarna	2013	1	0.473119187269963	94.62383745399259
Whole transect	192	Stora Karsbo	2011	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2011	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2011	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2011	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2011	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2012	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2012	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2012	2	1.08644026925203	217.28805385040602
Whole transect	192	Stora Karsbo	2014	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2014	3	1.62966040387804	325.93208077560803
Whole transect	192	Stora Karsbo	2014	2	1.08644026925203	217.28805385040602
Whole transect	192	Stora Karsbo	2014	2	1.08644026925203	217.28805385040602
Whole transect	192	Stora Karsbo	2014	2	1.08644026925203	217.28805385040602
Whole transect	192	Stora Karsbo	2015	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2016	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2019	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2022	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2023	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2023	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2023	5	2.71610067313007	543.220134626014
Whole transect	192	Stora Karsbo	2023	2	1.08644026925203	217.28805385040602
Whole transect	192	Stora Karsbo	2023	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2024	3	1.62966040387804	325.93208077560803
Whole transect	192	Stora Karsbo	2024	3	1.62966040387804	325.93208077560803
Whole transect	192	Stora Karsbo	2024	1	0.543220134626014	108.64402692520281
Whole transect	192	Stora Karsbo	2025	2	1.08644026925203	217.28805385040602
Whole transect	192	Stora Karsbo	2025	2	1.08644026925203	217.28805385040602
Whole transect	202	Kungsborg	2011	10	2.93665639663501	587.331279327002
Whole transect	202	Kungsborg	2011	7	2.0556594776445	411.1318955289
Whole transect	203	St Vika kalkstensbrott	2011	20	5.435396419645	1087.079283929
Whole transect	203	St Vika kalkstensbrott	2011	2	0.5435396419645	108.7079283929
Whole transect	207	Månsabola	2018	2	0.954761236859103	190.9522473718206
Whole transect	207	Månsabola	2018	2	0.954761236859103	190.9522473718206
Whole transect	214	Tomtahagar	2014	2	1.48986395922364	297.972791844728
Whole transect	214	Tomtahagar	2015	2	1.48986395922364	297.972791844728
Whole transect	214	Tomtahagar	2017	2	1.48986395922364	297.972791844728
Whole transect	214	Tomtahagar	2018	1	0.744931979611818	148.9863959223636
Whole transect	214	Tomtahagar	2018	1	0.744931979611818	148.9863959223636
Whole transect	214	Tomtahagar	2021	1	0.744931979611818	148.9863959223636
Whole transect	215	Tripphult	2011	4	3.47045407516161	694.090815032322
Whole transect	215	Tripphult	2011	1	0.867613518790403	173.5227037580806
Whole transect	215	Tripphult	2013	3	2.60284055637121	520.568111274242
Whole transect	215	Tripphult	2014	2	1.73522703758081	347.045407516162
Whole transect	240	Ulvered	2016	2	0.766138911507738	153.22778230154762
Whole transect	240	Ulvered	2016	1	0.383069455753869	76.61389115077381
Whole transect	240	Ulvered	2021	1	0.383069455753869	76.61389115077381
Whole transect	242	Prästabonnens gård	2014	2	6.48167079166593	1296.334158333186
Whole transect	255	Wij, Lindhagen	2011	8	2.86601107485512	573.2022149710241
Whole transect	255	Wij, Lindhagen	2011	4	1.43300553742756	286.60110748551205
Whole transect	255	Wij, Lindhagen	2011	1	0.35825138435689	71.65027687137801
Whole transect	255	Wij, Lindhagen	2014	2	0.716502768713779	143.30055374275582
Whole transect	255	Wij, Lindhagen	2015	3	1.07475415307067	214.950830614134
Whole transect	255	Wij, Lindhagen	2016	2	0.716502768713779	143.30055374275582
Whole transect	255	Wij, Lindhagen	2018	2	0.716502768713779	143.30055374275582
Whole transect	255	Wij, Lindhagen	2024	1	0.35825138435689	71.65027687137801
Whole transect	256	Liseberg	2018	1	1.08974047662639	217.94809532527802
Whole transect	269	Enebba	2011	2	1.33195528756622	266.391057513244
Whole transect	274	Fjäle ängar	2012	1	0.554873083997681	110.9746167995362
Whole transect	274	Fjäle ängar	2013	1	0.554873083997681	110.9746167995362
Whole transect	274	Fjäle ängar	2014	1	0.554873083997681	110.9746167995362
Whole transect	274	Fjäle ängar	2022	1	0.554873083997681	110.9746167995362
Whole transect	300	Lilla Silpinge - slinga	2014	2	1.20831611444939	241.66322288987797
Whole transect	317	Kocktorp, Ängsö	2011	6	2.15513841694513	431.027683389026
Whole transect	317	Kocktorp, Ängsö	2012	1	0.359189736157522	71.8379472315044
Whole transect	317	Kocktorp, Ängsö	2013	5	1.79594868078761	359.18973615752196
Whole transect	319	Kättilstad Berghamra	2011	1	0.857391050661826	171.4782101323652
Whole transect	330	Ransäter Arboga	2011	2	0.685877099779086	137.17541995581718
Whole transect	330	Ransäter Arboga	2011	1	0.342938549889543	68.58770997790859
Whole transect	330	Ransäter Arboga	2013	1	0.342938549889543	68.58770997790859
Whole transect	330	Ransäter Arboga	2014	4	1.37175419955817	274.35083991163395
Whole transect	330	Ransäter Arboga	2014	1	0.342938549889543	68.58770997790859
Whole transect	330	Ransäter Arboga	2015	2	0.685877099779086	137.17541995581718
Whole transect	330	Ransäter Arboga	2015	1	0.342938549889543	68.58770997790859
Whole transect	330	Ransäter Arboga	2016	3	1.02881564966863	205.76312993372602
Whole transect	330	Ransäter Arboga	2016	1	0.342938549889543	68.58770997790859
Whole transect	330	Ransäter Arboga	2020	1	0.342938549889543	68.58770997790859
Whole transect	330	Ransäter Arboga	2021	1	0.342938549889543	68.58770997790859
Whole transect	330	Ransäter Arboga	2022	2	0.685877099779086	137.17541995581718
Whole transect	330	Ransäter Arboga	2023	1	0.342938549889543	68.58770997790859
Whole transect	362	Lötaholmen	2011	1	0.812140673162524	162.4281346325048
Whole transect	364	Axsjöfallet S	2014	2	0.74763418067431	149.526836134862
Whole transect	387	Klören	2012	1	0.592302919484922	118.46058389698439
Whole transect	387	Klören	2016	2	1.18460583896984	236.92116779396798
Whole transect	390	Broknäs slinga 1, Bogesund	2012	1	0.32160547114121	64.321094228242
Whole transect	390	Broknäs slinga 1, Bogesund	2013	2	0.643210942282421	128.6421884564842
Whole transect	390	Broknäs slinga 1, Bogesund	2013	1	0.32160547114121	64.321094228242
Whole transect	390	Broknäs slinga 1, Bogesund	2014	6	1.92963282684726	385.926565369452
Whole transect	390	Broknäs slinga 1, Bogesund	2014	2	0.643210942282421	128.6421884564842
Whole transect	390	Broknäs slinga 1, Bogesund	2015	1	0.32160547114121	64.321094228242
Whole transect	390	Broknäs slinga 1, Bogesund	2015	1	0.32160547114121	64.321094228242
Whole transect	390	Broknäs slinga 1, Bogesund	2016	2	0.643210942282421	128.6421884564842
Whole transect	390	Broknäs slinga 1, Bogesund	2017	1	0.32160547114121	64.321094228242
Whole transect	390	Broknäs slinga 1, Bogesund	2018	2	0.643210942282421	128.6421884564842
Whole transect	390	Broknäs slinga 1, Bogesund	2022	2	0.643210942282421	128.6421884564842
Whole transect	390	Broknäs slinga 1, Bogesund	2025	1	0.32160547114121	64.321094228242
Whole transect	411	Längs Nordre älv, Kungälv	2020	1	0.368263164059776	73.6526328119552
Whole transect	412	Remmene skjutfält	2012	2	0.915292457952385	183.058491590477
Whole transect	412	Remmene skjutfält	2012	2	0.915292457952385	183.058491590477
Whole transect	412	Remmene skjutfält	2013	1	0.457646228976192	91.5292457952384
Whole transect	412	Remmene skjutfält	2014	3	1.37293868692858	274.587737385716
Whole transect	412	Remmene skjutfält	2014	1	0.457646228976192	91.5292457952384
Whole transect	412	Remmene skjutfält	2015	1	0.457646228976192	91.5292457952384
Whole transect	412	Remmene skjutfält	2016	2	0.915292457952385	183.058491590477
Whole transect	412	Remmene skjutfält	2016	2	0.915292457952385	183.058491590477
Whole transect	412	Remmene skjutfält	2021	1	0.457646228976192	91.5292457952384
Whole transect	412	Remmene skjutfält	2023	5	2.28823114488096	457.64622897619194
Whole transect	412	Remmene skjutfält	2025	2	0.915292457952385	183.058491590477
Whole transect	412	Remmene skjutfält	2025	2	0.915292457952385	183.058491590477
Whole transect	420	Västra Ringstad, slinga 2	2013	5	4.71422019243444	942.844038486888
Whole transect	420	Västra Ringstad, slinga 2	2014	2	1.88568807697378	377.137615394756
Whole transect	420	Västra Ringstad, slinga 2	2017	1	0.942844038486888	188.5688076973776
Whole transect	420	Västra Ringstad, slinga 2	2018	1	0.942844038486888	188.5688076973776
Whole transect	420	Västra Ringstad, slinga 2	2018	1	0.942844038486888	188.5688076973776
Whole transect	426	Lövåsen, Billingsfors	2012	1	0.279719452204399	55.9438904408798
Whole transect	426	Lövåsen, Billingsfors	2014	1	0.279719452204399	55.9438904408798
Whole transect	441	Åsenslingan	2012	1	0.664597821968396	132.9195643936792
Whole transect	441	Åsenslingan	2012	2	1.32919564393679	265.839128787358
Whole transect	441	Åsenslingan	2013	3	1.99379346590519	398.758693181038
Whole transect	441	Åsenslingan	2016	2	1.32919564393679	265.839128787358
Whole transect	446	Sandliden, Bohus	2012	5	4.80350161864855	960.70032372971
Whole transect	446	Sandliden, Bohus	2013	1	0.960700323729709	192.1400647459418
Whole transect	446	Sandliden, Bohus	2013	10	9.60700323729709	1921.4006474594178
Whole transect	446	Sandliden, Bohus	2013	4	3.84280129491884	768.560258983768
Whole transect	446	Sandliden, Bohus	2014	1	0.960700323729709	192.1400647459418
Whole transect	446	Sandliden, Bohus	2014	2	1.92140064745942	384.280129491884
Whole transect	459	Gamla Finntorpet	2018	2	1.48094150193989	296.18830038797796
Whole transect	459	Gamla Finntorpet	2022	1	0.740470750969946	148.0941501939892
Whole transect	477	Mariedal - Östra Vram slinga 2	2012	2	1.3326935130121	266.53870260242
Whole transect	535	Stormossen-Listrevägen	2013	2	0.787031294911463	157.4062589822926
Whole transect	535	Stormossen-Listrevägen	2013	3	1.18054694236719	236.10938847343797
Whole transect	535	Stormossen-Listrevägen	2014	1	0.393515647455731	78.7031294911462
Whole transect	535	Stormossen-Listrevägen	2014	8	3.14812517964585	629.62503592917
Whole transect	535	Stormossen-Listrevägen	2015	1	0.393515647455731	78.7031294911462
Whole transect	535	Stormossen-Listrevägen	2018	1	0.393515647455731	78.7031294911462
Whole transect	535	Stormossen-Listrevägen	2018	6	2.36109388473439	472.218776946878
Whole transect	535	Stormossen-Listrevägen	2018	2	0.787031294911463	157.4062589822926
Whole transect	535	Stormossen-Listrevägen	2019	1	0.393515647455731	78.7031294911462
Whole transect	535	Stormossen-Listrevägen	2020	2	0.787031294911463	157.4062589822926
Whole transect	535	Stormossen-Listrevägen	2022	1	0.393515647455731	78.7031294911462
Whole transect	535	Stormossen-Listrevägen	2023	2	0.787031294911463	157.4062589822926
Whole transect	535	Stormossen-Listrevägen	2023	7	2.75460953219012	550.9219064380239
Whole transect	535	Stormossen-Listrevägen	2023	1	0.393515647455731	78.7031294911462
Whole transect	535	Stormossen-Listrevägen	2025	3	1.18054694236719	236.10938847343797
Whole transect	535	Stormossen-Listrevägen	2025	2	0.787031294911463	157.4062589822926
