landscape	model	rep	comparison	target1	year1	n1	target2	year2	n2	n_draws	mean_FST	median_FST	sd_sampling	q025_sampling	q975_sampling	min_draw_FST	max_draw_FST	mean_component_FST	mean_n_windows	mean_n_snps	empirical_FST	error
no_oland	Kexp1p3_D120	rep002	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00651385912189423	0.00446224131879058	0.00840497639093885	-0.00490688334828779	0.0261562151206435	-0.00888841372449043	0.0417238758814195	0.00784725322615547	388	16139.13	0.02874	-0.0222261408781058
no_oland	Kexp1p3_D120	rep002	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0220303521383398	0.0209238793802006	0.0117395911124493	0.00357629959284184	0.0508184393428338	-0.00594649395353453	0.0519614378093187	0.0227595332782086	388	17468.13	0.0868	-0.0647696478616602
no_oland	Kexp1p3_D120	rep002	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.013606138325315	0.0119423580460709	0.00843365439716876	0.00299509910296949	0.0339547160753796	-1.75310656197301e-05	0.0389556653290633	0.0141867116863341	388	18080.44	0.0494	-0.035793861674685
no_oland	Kexp1p3_D120	rep002	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0159589062494573	0.0151780601169374	0.00926390347765622	0.00226662862417624	0.0350228361276547	-0.0041694683867683	0.0501479931689845	0.0166690239172776	388	17743.04	0.10919	-0.0932310937505427
no_oland	Kexp1p3_D120	rep003	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00697862653127924	0.00575381702775766	0.0096479827516685	-0.00673738477519344	0.0351267086128949	-0.00865766934446147	0.0422534703448001	0.00826716387758909	388	16138.63	0.02874	-0.0217613734687208
no_oland	Kexp1p3_D120	rep003	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.016616452699763	0.0150980119671357	0.0100998448248483	0.00140617826134025	0.0404545818634645	-0.00546675349964113	0.05809643381978	0.017611929924538	388	17472.26	0.0868	-0.070183547300237
no_oland	Kexp1p3_D120	rep003	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0103771830372735	0.00930707940674818	0.00737200329180488	-0.000666802984034171	0.0273920719854899	-0.00507392556038289	0.0370118698920091	0.0111010559932299	388	18045.22	0.0494	-0.0390228169627265
no_oland	Kexp1p3_D120	rep003	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0159260424308287	0.0147405143785345	0.0087425920706837	0.00303372814956665	0.0350754395882488	0.00206080290955538	0.049992895561632	0.016793031527139	388	17739.57	0.10919	-0.0932639575691713
no_oland	Kexp1p3_D120	rep004	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00476264876519453	0.00359626881317951	0.0072345206390513	-0.00504478564113579	0.0214953593058224	-0.00635356153311956	0.0300273800927958	0.00592997258855114	388	16081	0.02874	-0.0239773512348055
no_oland	Kexp1p3_D120	rep004	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0147877867197228	0.014731741349734	0.00916730734072569	0.000575635015299691	0.0316629790927853	-0.00399409389460554	0.0344446636989313	0.0156616633800926	388	17476.26	0.0868	-0.0720122132802772
no_oland	Kexp1p3_D120	rep004	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0115262963736604	0.0107347274535029	0.00665200143292068	0.0016279945347652	0.0291569254110173	0.000369852923174406	0.0340071573381753	0.0121220384618127	388	18162.43	0.0494	-0.0378737036263396
no_oland	Kexp1p3_D120	rep004	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0110530701155642	0.010615131367503	0.00760577061941719	-0.00129041568536923	0.0271438709499218	-0.00329397822977272	0.030327161532827	0.0116947302118765	388	17743.28	0.10919	-0.0981369298844358
no_oland	Kexp1p3_D120	rep005	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.0055750012647764	0.00379744876394221	0.00709178023882039	-0.00490576758352123	0.0209703670084283	-0.0071684185613876	0.0246207969764449	0.00678278748995019	388	16165.55	0.02874	-0.0231649987352236
no_oland	Kexp1p3_D120	rep005	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0115006852944987	0.0100123144714881	0.00852525648329108	-0.00184837590866847	0.0277321397548849	-0.00674424007692151	0.0402282598175083	0.0121519510992767	388	17510.78	0.0868	-0.0752993147055013
no_oland	Kexp1p3_D120	rep005	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.013319735752087	0.0116947626846374	0.00799770285662267	0.00128499300925388	0.0310681283986217	-2.0956098248484e-05	0.0476147650820722	0.0139734847763696	388	18107.18	0.0494	-0.036080264247913
no_oland	Kexp1p3_D120	rep005	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0116511946454994	0.0093190713442591	0.00747130958886866	0.00140177078967566	0.02624276609744	-0.00251164858236111	0.0288712609528172	0.012298080463696	388	17782.55	0.10919	-0.0975388053545006
skane_only	Kexp1p2_D120	rep001	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00773673501661932	0.00641001928557691	0.00819314884939646	-0.00481969332100411	0.027238924574921	-0.00846226964720328	0.0341158140048834	0.00896018232784889	388	16137.93	0.02874	-0.0210032649833807
skane_only	Kexp1p2_D120	rep001	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0156689678690195	0.0139118433200934	0.0103361338761636	-0.000748157595973338	0.0387129057235115	-0.00191819748458342	0.0506272687442873	0.0164006386668451	388	17530.82	0.0868	-0.0711310321309805
skane_only	Kexp1p2_D120	rep001	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0112872849604141	0.0106826475070046	0.00774548371434039	-2.07857211045387e-05	0.0288940359469862	-0.000768547966703143	0.0335269654584526	0.0117967707170407	388	18148.1	0.0494	-0.0381127150395859
skane_only	Kexp1p2_D120	rep001	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0133249191034502	0.0117787484106557	0.00980231086051211	-0.00151727861682292	0.0349633811053841	-0.00172195725859714	0.0453054038864295	0.0139697180153478	388	17748.04	0.10919	-0.0958650808965498
skane_only	Kexp1p2_D120	rep002	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00536618458072441	0.00482195242489237	0.00791729504750427	-0.00667137043850722	0.0247936409144469	-0.00792968208519377	0.0289606874299177	0.00670210202825881	388	16109.46	0.02874	-0.0233738154192756
skane_only	Kexp1p2_D120	rep002	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0154520693828389	0.0140429290184007	0.00863848924415878	0.00097619157807295	0.0345159949089798	-0.00198693172362881	0.0421787255417368	0.0161003118647841	388	17589.14	0.0868	-0.0713479306171611
skane_only	Kexp1p2_D120	rep002	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0115319806592984	0.0104295117003158	0.00716858144245147	0.00132368912125368	0.0263537943429618	-0.00171887598075957	0.0352896809392632	0.0120942186328681	388	18117.44	0.0494	-0.0378680193407016
skane_only	Kexp1p2_D120	rep002	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0119328216229857	0.0115059993214198	0.00735375258608267	0.00102354520784766	0.026019636755685	-0.000930438911651766	0.0365303551983631	0.0124611161735306	388	17818.82	0.10919	-0.0972571783770143
skane_only	Kexp1p2_D120	rep003	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00621267755951227	0.00466104303854734	0.00883110959536626	-0.00644402922301938	0.0299241585073498	-0.0150948080690767	0.0393012472863695	0.00743417506775018	388	16128.42	0.02874	-0.0225273224404877
skane_only	Kexp1p2_D120	rep003	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0172911122743148	0.0157190254423918	0.0102206569103147	-0.000356223859773903	0.0416773163638214	-0.00230697323928828	0.0451195779440841	0.01819706752959	388	17513.36	0.0868	-0.0695088877256852
skane_only	Kexp1p2_D120	rep003	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.00990398057304554	0.00884306566259469	0.00679690900939682	-0.000261932713121754	0.0238561624656732	-0.00161273536359827	0.0259995578061726	0.0104537046407392	388	18195.07	0.0494	-0.0394960194269545
skane_only	Kexp1p2_D120	rep003	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0146286615177585	0.0126260376624318	0.00923283830097544	0.00198695353866275	0.0374361485641754	0.000595902802428455	0.0475767728281716	0.0154357298769061	388	17792.84	0.10919	-0.0945613384822415
skane_only	Kexp1p2_D120	rep004	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00639859264418446	0.00584082468612152	0.00798340866684208	-0.00722958728579125	0.0252858101346544	-0.0101164323183646	0.0310235334854351	0.00766188644599389	388	16123.35	0.02874	-0.0223414073558155
skane_only	Kexp1p2_D120	rep004	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0164063042042931	0.0149107458851651	0.0105991740620228	0.000396895887439723	0.0375227072688067	-0.00135696393339033	0.0589719361366027	0.0174357408104527	388	17520.37	0.0868	-0.0703936957957069
skane_only	Kexp1p2_D120	rep004	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0130181251272113	0.0117725095306965	0.0074749301676211	0.00308797849972465	0.029461183963096	0.00102443506732982	0.0350741418043994	0.01369536869766	388	18108.29	0.0494	-0.0363818748727887
skane_only	Kexp1p2_D120	rep004	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0143302100042197	0.0132149020191516	0.00968663420633941	-0.000218008963834805	0.0336187714465858	-0.000980700211403071	0.0513489543863481	0.0152508211668929	388	17679.77	0.10919	-0.0948597899957803
skane_only	Kexp1p2_D120	rep005	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00578528848663301	0.0049799272858563	0.00828188838281467	-0.00795859854007308	0.0248970697698655	-0.0119693044658238	0.0332776444411927	0.00699851330157462	388	16168.56	0.02874	-0.022954711513367
skane_only	Kexp1p2_D120	rep005	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0173589100755761	0.0163219627977566	0.0106443177495239	0.00203150215256139	0.0390206778480465	-0.00109382734914369	0.0610368251890974	0.0181107674954005	388	17496.29	0.0868	-0.0694410899244239
skane_only	Kexp1p2_D120	rep005	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.00873952968262494	0.00657441352672993	0.00943705130649858	-0.00379144950625217	0.034188412788259	-0.00449254066382156	0.0471732974317717	0.00927738014081577	388	18106.71	0.0494	-0.0406604703173751
skane_only	Kexp1p2_D120	rep005	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.012278877990595	0.0112254110118618	0.00745240307435192	0.000905688047347146	0.0271153061565425	-0.00440984114313972	0.0302141280958724	0.0130365154435858	388	17770.45	0.10919	-0.096911122009405
skane_only	Kexp1p3_D120	rep001	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00852936169236426	0.00728820827168428	0.00823854918892066	-0.000938917992111133	0.0264623108019734	-0.00293182335143992	0.0507809410543694	0.00970987427633226	388	16068.59	0.02874	-0.0202106383076357
skane_only	Kexp1p3_D120	rep001	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0168058725010394	0.0153029877430416	0.00928451862655032	0.00185290085855045	0.0350412323854163	-0.00674021196542759	0.0434822314239661	0.0179073929007215	388	17400.79	0.0868	-0.0699941274989606
skane_only	Kexp1p3_D120	rep001	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0144884128723261	0.0134276644102048	0.00836876975920229	0.0023721860706359	0.0330145664931479	-0.00260656308767707	0.0458107815752824	0.0154738131408838	388	17940.88	0.0494	-0.0349115871276739
skane_only	Kexp1p3_D120	rep001	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0125180977451062	0.0114766508680216	0.00854161712695326	-0.00126569308363894	0.0317671155453135	-0.00481835057829715	0.0509965892724074	0.0132890000949837	388	17660.52	0.10919	-0.0966719022548938
skane_only	Kexp1p3_D120	rep002	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00718060669962639	0.00639345981275598	0.00842083280831422	-0.0055167810550589	0.0249235353306038	-0.010182950819129	0.0287995679402158	0.00835552142127905	388	16132.55	0.02874	-0.0215593933003736
skane_only	Kexp1p3_D120	rep002	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0163420616847687	0.0149900640968689	0.00914793479537525	0.000975078656393068	0.0365326360996056	-0.000141765733597244	0.0398273853123704	0.0173813619952524	388	17308.34	0.0868	-0.0704579383152313
skane_only	Kexp1p3_D120	rep002	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0146586394096299	0.0137514470080841	0.00797278862272446	0.00192873057704777	0.0322511192108877	-0.00265369037585621	0.0418015880011829	0.015435816944995	388	17970.67	0.0494	-0.0347413605903701
skane_only	Kexp1p3_D120	rep002	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.013625858273734	0.0123152324977792	0.00779649372096206	-0.00021416011861001	0.0291579142154991	-0.0044423585557174	0.0326328822132846	0.0143945226598493	388	17609.5	0.10919	-0.095564141726266
skane_only	Kexp1p3_D120	rep003	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.0081819767383611	0.00686092109308453	0.0114648828876228	-0.00644921858003797	0.0346868212624772	-0.00895621647681278	0.0743953391024108	0.00935689517094	388	16082.42	0.02874	-0.0205580232616389
skane_only	Kexp1p3_D120	rep003	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0179313903141321	0.0161606232826879	0.0130781828032663	0.00123984664429667	0.053284929723352	-0.00394771903047205	0.0662926417821962	0.0189473894343701	388	17455.27	0.0868	-0.0688686096858679
skane_only	Kexp1p3_D120	rep003	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0131829087474736	0.0110749375223261	0.00823701838301097	0.00038388727350693	0.0329316965361009	-0.00159271323088608	0.0379859190337497	0.0138721778851417	388	18056.99	0.0494	-0.0362170912525264
skane_only	Kexp1p3_D120	rep003	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.018062708418952	0.0164361039196563	0.00958689325284602	0.00137547656547291	0.0388457265983328	-0.000520940397809822	0.0475395806722014	0.0189728144029473	388	17640.64	0.10919	-0.091127291581048
